brand,name,processor,Ram,Ram_type,Storage,Storage_type,GPU,display_size,resolution_width,resolution_height,OS,Price
Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,7th Gen AMD Ryzen 5 7530U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,12218120
Acer,Nitro 16 ‎AN16-41 Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,24438120
Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,7th Gen AMD Ryzen 7 7840HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 4060,16,1920,1200,Windows 11 OS,21618120
Acer,Aspire 5 2023 A515-58M Gaming Laptop,13th Gen Intel Core i7 1355U,8,LPDDR5,512,SSD,NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,15040000
Acer,Aspire 5 15 A515-58M Gaming Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,10338120
LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1200,1920,Windows 11 OS,18611812
Dell,Latitude 5420 Business Laptop,10th Gen Intel Core i5 10310U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 10 OS,13158120
Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14474120
Fujitsu,UH-X ‎4ZR1L12857 Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,14098120
Fujitsu,UH-X ‎4ZR1L12856 Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,16918120
HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 51 SSD/ Win11 Home),Intel Pentium Silver   N6000 ,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1366,768,Windows 11 OS,5639812
HP,ZBook Firefly 16 G9 2023 Workstation Laptop,12th Gen Intel Core i5 1235U,16,DDR5,512,SSD,NVIDIA RTX A500,16,1920,1200,Windows 11 OS,18368540
HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,12th Gen Intel Core i9 12900H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 3060,16,3840,2400,Windows 11 OS,45252916
HP,ZBook Studio G9 WUXGA Workstation Laptop,12th Gen Intel Core i7 12700H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3070Ti,16,1920,1200,Windows 11 OS,44178120
HP,ZBook Studio G9 16 WUXGA Workstation Laptop,12th Gen Intel Core i7 12700H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3060,16,1920,1200,Windows 11 OS,39478120
HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,12th Gen Intel Core i9 12900H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 3080Ti,16,3840,2400,Windows 11 OS,73491832
HP,ZBook Studio G9 Workstation WQUXGA Laptop,12th Gen Intel Core i7 12700H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3060,16,3840,2400,Windows 11 OS,32446544
HP,ZBook Studio G9 Workstation Laptop,12th Gen Intel Core i7 12700H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 3070Ti,16,3840,2400,Windows 11 OS,47875516
LG,gram360 16 Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,16,1600,2560,Windows 11 OS,28669812
Lenovo,IdeaPad 1 82V6005CIN Laptop,Intel Celeron  N4020 ,4,DDR4,256,SSD,Integrated Intel UHD Graphics 600,11.6,1366,768,Windows 11 OS,4510120
Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,6th Gen AMD Ryzen 7  7735HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,14,2560,1600,Windows 11 OS,22558120
LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon 7 Graphics,16,1920,1200,Windows 11 OS,14720212
LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1200,1920,Windows 11 OS,21806120
Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,13th Gen Intel Core i5 1335U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11654120
HP,255 G8 6E3Z0PA Laptop,3rd Gen AMD Ryzen 3  3250U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366,768,DOS OS,5075812
HP,Omen 16-wd0990TX Gaming Laptop,13th Gen Intel Core i5 13420H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16.1,2560,1440,Windows 11 OS,19382612
Infinix,Zerobook 13 ZL513 2023 Laptop,13th Gen Intel Core i7 13700H,32,LPDDR5X,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,12218120
Lenovo,S14 Gen 3 82TW001CIH Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,9022120
Lenovo,IdeaPad 1 14IGL7 82V6005EIN Laptop,4th Gen Intel Celeron N4020,8,DDR4,256,SSD,Integrated Intel UHD Graphics,14,1366,768,Windows 10 OS,4698120
Lenovo,ThinkPad T14 Gen 2 20W0S16Q00 Laptop,11th Gen Intel Core i7 1165G7 ,16,DDR4,512,SSD,NVIDIA GeForce MX450,14,1920,1080,Windows 11 OS,24590400
MSI,Thin GF63 11SC-1462IN Gaming Laptop,11th Gen Intel Core i7 11800H,16,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,10902120
Lenovo,ThinkBook 15 21JF002CIN Laptop,7th Gen AMD Ryzen 3 7330U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,7238000
MSI,Thin GF63 11SC-1477IN Gaming Laptop,11th Gen Intel Core i5 11260H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9022120
Lenovo,ThinkPad E14 21JRS00Y00 Laptop,7th Gen AMD Ryzen 3 7330U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,8458120
MSI,Katana GF66 12UCOK 2023 Gaming Laptop,12th Gen Intel Core i5 12450H ,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,13158120
Asus,Vivobook 15 2023 X1504VA-NJ543WS Laptop,13th Gen Intel Core i5 1335U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,11654120
Asus,Vivobook 16X 2023 K3605ZU-MB541WS Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,16918120
Asus,Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop,13th Gen ‎Intel Core i5 1335U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,12406120
Lenovo,ThinkPad E14 21JRS00T00 Laptop,7th Gen AMD Ryzen 5 7530U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,11090120
HP,Envy x360 15-fe0028TU Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,17858120
HP,Envy x360 15-fh0019AU Laptop,7th Gen AMD Ryzen 7 7730U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,16260120
HP,Envy x360 15-fh0015AU Laptop,7th Gen AMD Ryzen 5 7530U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,14568120
HP,Envy x360 15-fh0016AU Laptop,7th Gen AMD Ryzen 5 7530U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,16072120
Lenovo,IdeaPad Slim 3 2023 82X70033IN Laptop,13th Gen Intel Core i3 1305U,8,LPDDR5,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8272000
HP,14-em0027AU Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,9774120
Dell,Vostro 15 3510 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,1024,HDD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7142120
HP,14-em0025AU Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6578120
Lenovo,ThinkPad E14 21JRS00U00 Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,10866212
Lenovo,Thinkpad E15 21E6S05B00 Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,12406120
Lenovo,Thinkbook 15 21DJ00EXIH Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10150120
Lenovo,IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop,5th Gen AMD Ryzen 5  5600H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,9398120
MSI,Stealth 15 A13VF-074IN Gaming Laptop,13th Gen Intel Core i7 13620H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,15.6,2560,1440,Windows 11 OS,32334120
HP,14-gr0000TU Laptop,13th Gen Intel Core i3 1315U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,8458120
HP,Envy 15-fe0032TU Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,21806120
HP,14-hr0000AU Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,9586120
HP,Envy 15-fe0030TU Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,20678120
Acer,One 14 Z2-493 Laptop,3rd Gen AMD Ryzen 5 3500U,8,DDR4,256,SSD,AMD Radeon Graphics,14,1366,768,Windows 11 OS,5638120
Asus,ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,7th Gen AMD Ryzen 9 7940HS,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,14,2560,1600,Windows 11 OS,30831812
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,11th Gen Intel Core i5 11400H ,8,DDR4,1024,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,11090120
Dell,Inspiron 5430 2023 Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,15790120
Dell,Inspiron 3525 Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Radeon Graphics,15.6,1920,1080,Windows 11 OS,8251320
Ninkear,A16 Gaming Laptop,7th Gen AMD Ryzen 7 7735HS,32,DDR5,2048,SSD,AMD Radeon 680M,16,2560,1600,Windows 11 OS,15039812
Lenovo,IdeaPad 3 15ITL05 81X800N2IN Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,6672120
HP,Zbook Power G4-A ZHAN 99 Laptop,6th Gen AMD Ryzen 7 6800H,32,DDR5,1024,SSD,NVIDIA Quadro T600,15.6,1920,1080,Windows 11 OS,25923320
Dell,Inspiron 7420 2in1 Laptop,12th Gen Intel Core i7 1255U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,17858120
Lenovo,IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12782120
HP,14-em0026AU Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,8834120
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,12th Gen Intel Core i7 12650H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,17858120
MSI,GF75 Thin 10SCXR-007IN Laptop,10th Gen Intel Core i7 10750H ,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,17.3,1920,1080,Windows 10 OS,15698000
MSI,Cyborg 15 A12VE-051IN Gaming Laptop,12th Gen Intel Core i5 12450H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,17294120
MSI,Cyborg 15 A12VF-049IN Gaming Laptop,12th Gen Intel Core i7 12650H,16,DDR5,512,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,21054120
HP,250 G9 701H5PA Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,12782120
Lenovo,Thinkpad E14 21E3S06300 Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,DOS OS,12783812
Lenovo,‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,DOS OS,8685600
Dell,Vostro 5620 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,16,1920,1080,Windows 11 OS,9963624
Dell,Vostro 3525 D560926WIN9B Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8553812
Lenovo,‎ThinkPad E14 Gen 4 21E3S06D00 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,9399812
Acer,Aspire 3 A315-510P Laptop,Intel Core i3 N305,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,5636240
Dell,Inspiron 16 5635 Laptop,7th Gen AMD Ryzen 5 7530U,8,LPDDR5,512,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,10770520
HP,Pavilion 14-dv1043TU Laptop,11th Gen Intel Core i5 1155G7,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,11090120
Razer,Blade 14 2023 Gaming Laptop,7th Gen AMD Ryzen 9 7940HS,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,14,2560,1600,Windows 11 OS,37598120
MSI,Bravo 15 C7UDXK-092IN Gaming Laptop,7th Gen AMD Ryzen 7 7735HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,15038120
MSI,Bravo 15 C7UDXK-093IN Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14850120
Acer,Aspire 5 A514-56M 2023 Gaming Laptop,13th Gen Intel Core i5 1335U,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,9774120
MSI,Bravo 17 C7VFK-034IN Gaming Laptop,7th Gen AMD Ryzen 7 7735HS,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,17.3,1920,1080,Windows 11 OS,19738120
MSI,Bravo 15 C7VFK-087IN Gaming Laptop,7th Gen AMD Ryzen 7  7735HS,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,19738120
Acer,One 14 2023 Z8-415 ‎Laptop,11th Gen Intel Core i5  1135G7,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,7518120
MSI,Thin GF63 11UCX-1441IN Gaming Laptop,11th Gen Intel Core i7 11800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,11278120
MSI,Thin GF63 11UCX-1471IN Gaming Laptop,11th Gen Intel Core i5 11260H,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,9022120
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,9003320
MSI,Bravo 15 C7VEK-089IN Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,16072120
MSI,Bravo 15 C7VEK-088IN Gaming Laptop,7th Gen AMD Ryzen 7  7735HS,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,17858120
MSI,Bravo 17 C7VEK-035IN Gaming Laptop,7th Gen AMD Ryzen 7 7735HS,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,17.3,1920,1080,Windows 11 OS,17952120
HP,255 G9 7M654PA Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366,768,Windows 11 OS,10339812
Lenovo,ThinkPad T14 2022 Laptop,12th Gen Intel Core i7 1260P,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,29892000
Dell,Inspiron 5620 ICC-C783531WIN8 Laptop,12th Gen Intel Core i5 1240P,16,DDR4,512,SSD,NVIDIA GeForce MX570,16,1920,1080,Windows 11 OS,15154680
MSI,Prestige 13 Evo A12M-085IN Laptop,12th Gen Intel Core i5 1240P,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1200,Windows 11 OS,14662120
Dell,XPS 17 9730 Laptop,13th Gen Intel Core i7 13700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,17,3840,2400,Windows 11 OS,57056120
Dell,XPS 13 Plus 9320 2023 Laptop,13th Gen Intel Core i7 1360P,32,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,13.4,3840,2400,Windows 11 OS,37974120
Dell,XPS 9530 2023 Laptop,13th Gen Intel Core i7 13700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,15.6,3456,2160,Windows 11 OS,52318520
Lenovo,Legion Pro 7i 2023 Gaming Laptop,13th Gen Intel Core i9 13900HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4080,16,2560,1600,Windows 11 OS,53805600
Lenovo,Legion Slim 7i 2023 Gaming Laptop,13th Gen Intel Core i5 13500H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,3200,2000,Windows 11 OS,29618272
Lenovo,Legion Pro 5 82WM00B5IN 2023 Gaming Laptop,7th Gen AMD Ryzen 7 7745HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,26506120
Lenovo,Thinkpad E14 G4 21E3S02M00 Laptop,12th Gen Intel Core i7 1255U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,25004000
Lenovo,Thinkpad E14 G4 21E3006UIG Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,DOS OS,13630000
LG,Gram 14 2023 14Z90R Laptop,13th Gen Intel Core i5 1340P,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1200,1920,Windows 11 OS,23876000
LG,Gram 17 2023 17Z90R-G.CH77A2 Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 3050,17,1600,2560,Windows 11 OS,27634120
LG,Gram 16 2023 16Z90R Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 3050,16,1600,2560,Windows 11 OS,26882120
LG,Gram 2 in 1 16 Laptop,13th Gen Intel Core i5 1340P,8,LPDDR5,256,SSD,Integrated Intel Iris Xe Graphics,16,1600,2560,Windows 11 OS,38540000
LG,UltraPC 16 16U70R-G.AH76A2 Laptop,7th Gen AMD Ryzen 7 7730U,16,DDR4,512,SSD,AMD Radeon 7 Graphics,16,1920,1200,Windows 11 OS,16882212
Lenovo,Thinkbook 14 Gen 4 Laptop,12th Gen Intel Core i5 1235U,16,DDR4,1024,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,12031812
Dell,Inspiron 3525 D560927WIN9S Laptop,5th Gen AMD Ryzen 5  5500u,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8176120
AXL,Vayu Book LAP01 Laptop,Intel Celeron  N4020,4,DDR4,128,SSD,Integrated Intel UHD Graphics,14.1,1920,1080,Windows 11 OS,2442120
AXL,Vayu Book LAP02 Laptop,Intel Celeron  N4020,4,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,3006120
MSI,Modern 14 C12M-444IN Laptop,12th Gen Intel Core i3 1215U,16,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,6954120
Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,14,1920,1200,Windows 11 OS,12030120
Lenovo,S14 82TW0019IH Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,8646120
Lenovo,V15 G2 ALC 82KDA01YIH Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,6578120
Lenovo,ThinkBook 15 G3 ACL 21A4A08VIH Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,7800120
Asus,Vivobook Pro 15 M6500QF-HN741WS Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,12218120
HP,Victus 16 7K4J6PAACJ Laptop,11th Gen Intel Core i5 11400H ,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,10902120
Acer,Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop,12th Gen Intel Core i5 12450H,16,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,10338120
Dell,Alienware x14 R2 Gaming Laptop,13th Gen Intel Core i7 13620H,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 4050,14,2560,1600,Windows 11 OS,39290120
Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,13th Gen Intel Core i5 13500H,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,2880,1620,Windows 11 OS,17213280
Lenovo,Thinkpad E14 20TA00J2IG Laptop,11th Gen Intel Core i5 1135G7,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,13912000
Lenovo,V15 G3 Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,9775812
Lenovo,V15 G3 ‎‎82C7007SGE Laptop,7th Gen AMD Ryzen 3 7320U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6014120
Lenovo,IdeaPad 3 15ITL6 82H803HLIN Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6108120
HP,Victus 16-d0302TX Gaming Laptop,Intel Core i7,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,12502000
Dell,‎G16-7630 2023 Gaming Laptop,11th Gen Intel Core i5 11400H ,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,29478212
Dell,2023 ‎G16-7630 Gaming Laptop,13th Gen Intel Core i7 13650HX,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,31377012
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,13th Gen Intel Core i7 13650HX,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,16918120
HP,Omen 17-cm2003TX Gaming Laptop,13th Gen Intel Core i7 1355U,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,17.3,2560,1440,Windows 11 OS,32241812
HP,14s-dr3003TU 832T7PA Laptop,13th Gen Intel 7 13700HX ,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1366,768,Windows 11 OS,5639812
Lenovo,IdeaPad 3 15ITL6 82H8038WIN Laptop,Intel Pentium Silver N6000,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6767624
Dell,Inspiron 15 3530 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8457932
Acer,Aspire 3 A315-59 NX.K6TSI.00C Laptop,13th Gen Intel Core i3 1305U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,6578120
Infinix,INBook X2 Slim Series XL23 Laptop,12th Gen Intel Core i3 1215U,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,9210120
Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,11th Gen Intel Core i7 1195G7,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,13722120
Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,13455160
HP,Victus 15-fb0137AX Gaming Laptop,13th Gen Intel Core i5 1335U,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14098120
Asus,Eeebook 15 E510MA-EJ011WS Laptop,5th Gen AMD Ryzen 7 5800H,8,DDR4,256,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,4886120
HP,ProBook 445 G8 7K2J8PA Business Laptop,Intel Celeron N4020,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,DOS OS,8740120
Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,5th Gen AMD Ryzen 7 5800U,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,12142920
